"Appliances_energy_use_Wh","Temperature_outside_celsius"
100,5.77E+00
90,5.60E+00
110,5.88E+00
100,6.17E+00
110,6.45E+00
120,6.73E+00
120,7.02E+00
110,7.30E+00
110,7.33E+00
110,7.37E+00
110,7.40E+00
110,7.43E+00
100,7.47E+00
100,7.50E+00
90,7.13E+00
70,6.77E+00
100,6.40E+00
100,6.03E+00
120,5.67E+00
110,5.30E+00
110,5.10E+00
110,4.90E+00
110,4.70E+00
110,4.50E+00
100,4.30E+00
90,4.10E+00
110,3.95E+00
90,3.80E+00
90,3.65E+00
80,3.50E+00
80,3.35E+00
80,3.20E+00
80,3.03E+00
80,2.87E+00
70,2.70E+00
70,2.53E+00
60,2.37E+00
60,2.20E+00
60,2.17E+00
80,2.13E+00
70,2.10E+00
80,2.07E+00
80,2.03E+00
70,2.00E+00
80,1.97E+00
70,1.93E+00
70,1.90E+00
80,1.87E+00
60,1.83E+00
70,1.80E+00
60,1.68E+00
70,1.57E+00
70,1.45E+00
60,1.33E+00
80,1.22E+00
70,1.10E+00
60,1.12E+00
70,1.13E+00
70,1.15E+00
60,1.17E+00
40,1.18E+00
40,1.20E+00
50,1.20E+00
70,1.20E+00
80,1.20E+00
70,1.20E+00
70,1.20E+00
60,1.20E+00
60,1.30E+00
70,1.40E+00
60,1.50E+00
70,1.60E+00
70,1.70E+00
80,1.80E+00
110,1.93E+00
60,2.07E+00
60,2.20E+00
70,2.33E+00
70,2.47E+00
110,2.60E+00
60,2.62E+00
30,2.63E+00
40,2.65E+00
30,2.67E+00
60,2.68E+00
60,2.70E+00
40,2.83E+00
50,2.97E+00
60,3.10E+00
70,3.23E+00
70,3.37E+00
70,3.50E+00
70,3.67E+00
60,3.83E+00
60,4.00E+00
70,4.17E+00
60,4.33E+00
70,4.50E+00
60,4.67E+00
70,4.83E+00
60,5.00E+00
40,5.17E+00
50,5.33E+00
40,5.50E+00
60,5.50E+00
70,5.50E+00
60,5.50E+00
70,5.50E+00
70,5.50E+00
70,5.50E+00
60,5.72E+00
60,5.93E+00
70,6.15E+00
60,6.37E+00
60,6.58E+00
60,6.80E+00
70,7.08E+00
70,7.37E+00
60,7.65E+00
80,7.93E+00
60,8.22E+00
60,8.50E+00
50,8.57E+00
40,8.63E+00
50,8.70E+00
50,8.77E+00
60,8.83E+00
70,8.90E+00
60,8.67E+00
60,8.43E+00
70,8.20E+00
70,7.97E+00
60,7.73E+00
60,7.50E+00
70,7.38E+00
60,7.27E+00
80,7.15E+00
60,7.03E+00
60,6.92E+00
60,6.80E+00
50,7.02E+00
70,7.23E+00
90,7.45E+00
80,7.67E+00
90,7.88E+00
80,8.10E+00
80,8.08E+00
170,8.07E+00
440,8.05E+00
250,8.03E+00
110,8.02E+00
110,8.00E+00
120,7.58E+00
120,7.17E+00
110,6.75E+00
110,6.33E+00
170,5.92E+00
110,5.50E+00
90,5.63E+00
100,5.77E+00
100,5.90E+00
100,6.03E+00
100,6.17E+00
120,6.30E+00
120,6.18E+00
120,6.07E+00
100,5.95E+00
100,5.83E+00
90,5.72E+00
70,5.60E+00
60,5.57E+00
80,5.53E+00
70,5.50E+00
60,5.47E+00
60,5.43E+00
60,5.40E+00
60,5.35E+00
60,5.30E+00
70,5.25E+00
70,5.20E+00
70,5.15E+00
70,5.10E+00
60,4.82E+00
60,4.53E+00
60,4.25E+00
70,3.97E+00
60,3.68E+00
40,3.40E+00
60,3.30E+00
50,3.20E+00
60,3.10E+00
50,3.00E+00
50,2.90E+00
50,2.80E+00
50,2.78E+00
50,2.77E+00
60,2.75E+00
60,2.73E+00
50,2.72E+00
50,2.70E+00
60,2.65E+00
40,2.60E+00
50,2.55E+00
50,2.50E+00
50,2.45E+00
60,2.40E+00
50,2.25E+00
60,2.10E+00
50,1.95E+00
30,1.80E+00
30,1.65E+00
20,1.50E+00
40,1.43E+00
50,1.37E+00
60,1.30E+00
60,1.23E+00
50,1.17E+00
70,1.10E+00
80,1.18E+00
50,1.27E+00
60,1.35E+00
280,1.43E+00
150,1.52E+00
70,1.60E+00
70,1.62E+00
100,1.63E+00
60,1.65E+00
70,1.67E+00
50,1.68E+00
40,1.70E+00
40,1.83E+00
40,1.97E+00
60,2.10E+00
380,2.23E+00
220,2.37E+00
50,2.50E+00
50,2.75E+00
50,3.00E+00
50,3.25E+00
50,3.50E+00
40,3.75E+00
60,4.00E+00
60,4.25E+00
60,4.50E+00
60,4.75E+00
50,5.00E+00
50,5.25E+00
50,5.50E+00
40,5.57E+00
50,5.63E+00
30,5.70E+00
40,5.77E+00
30,5.83E+00
50,5.90E+00
60,5.97E+00
40,6.03E+00
50,6.10E+00
50,6.17E+00
50,6.23E+00
60,6.30E+00
50,6.10E+00
60,5.90E+00
50,5.70E+00
60,5.50E+00
50,5.30E+00
40,5.10E+00
50,5.08E+00
50,5.07E+00
60,5.05E+00
60,5.03E+00
40,5.02E+00
40,5.00E+00
30,4.85E+00
30,4.70E+00
40,4.55E+00
50,4.40E+00
50,4.25E+00
60,4.10E+00
50,4.30E+00
60,4.50E+00
50,4.70E+00
50,4.90E+00
50,5.10E+00
50,5.30E+00
50,5.25E+00
70,5.20E+00
90,5.15E+00
120,5.10E+00
100,5.05E+00
90,5.00E+00
100,5.38E+00
110,5.77E+00
210,6.15E+00
590,6.53E+00
460,6.92E+00
100,7.30E+00
100,7.15E+00
100,7.00E+00
80,6.85E+00
70,6.70E+00
100,6.55E+00
140,6.40E+00
120,6.18E+00
130,5.97E+00
130,5.75E+00
100,5.53E+00
110,5.32E+00
100,5.10E+00
100,4.70E+00
100,4.30E+00
100,3.90E+00
100,3.50E+00
90,3.10E+00
80,2.70E+00
90,2.38E+00
80,2.07E+00
80,1.75E+00
70,1.43E+00
50,1.12E+00
40,8.00E-01
30,1.17E+00
30,1.53E+00
40,1.90E+00
60,2.27E+00
60,2.63E+00
50,3.00E+00
50,3.00E+00
40,3.00E+00
50,3.00E+00
60,3.00E+00
50,3.00E+00
60,3.00E+00
60,2.95E+00
60,2.90E+00
50,2.85E+00
50,2.80E+00
50,2.75E+00
40,2.70E+00
50,2.67E+00
60,2.63E+00
30,2.60E+00
40,2.57E+00
40,2.53E+00
30,2.50E+00
50,2.53E+00
50,2.57E+00
50,2.60E+00
50,2.63E+00
50,2.67E+00
50,2.70E+00
60,2.63E+00
40,2.57E+00
70,2.50E+00
50,2.43E+00
40,2.37E+00
60,2.30E+00
40,2.42E+00
60,2.53E+00
50,2.65E+00
50,2.77E+00
60,2.88E+00
80,3.00E+00
20,2.93E+00
30,2.87E+00
30,2.80E+00
40,2.73E+00
60,2.67E+00
80,2.60E+00
70,2.52E+00
70,2.43E+00
60,2.35E+00
50,2.27E+00
60,2.18E+00
60,2.10E+00
60,2.25E+00
80,2.40E+00
60,2.55E+00
70,2.70E+00
70,2.85E+00
50,3.00E+00
70,3.03E+00
40,3.07E+00
40,3.10E+00
90,3.13E+00
70,3.17E+00
110,3.20E+00
80,3.42E+00
80,3.63E+00
60,3.85E+00
60,4.07E+00
90,4.28E+00
90,4.50E+00
100,4.97E+00
80,5.43E+00
70,5.90E+00
110,6.37E+00
50,6.83E+00
40,7.30E+00
40,7.15E+00
20,7.00E+00
50,6.85E+00
70,6.70E+00
70,6.55E+00
70,6.40E+00
70,6.58E+00
60,6.77E+00
60,6.95E+00
60,7.13E+00
70,7.32E+00
70,7.50E+00
90,7.55E+00
150,7.60E+00
90,7.65E+00
80,7.70E+00
100,7.75E+00
60,7.80E+00
60,7.80E+00
70,7.80E+00
70,7.80E+00
90,7.80E+00
90,7.80E+00
80,7.80E+00
90,8.12E+00
100,8.43E+00
100,8.75E+00
100,9.07E+00
100,9.38E+00
110,9.70E+00
100,9.30E+00
100,8.90E+00
90,8.50E+00
100,8.10E+00
70,7.70E+00
60,7.30E+00
70,7.25E+00
90,7.20E+00
120,7.15E+00
110,7.10E+00
160,7.05E+00
360,7.00E+00
180,7.22E+00
100,7.43E+00
100,7.65E+00
100,7.87E+00
140,8.08E+00
100,8.30E+00
100,7.77E+00
120,7.23E+00
100,6.70E+00
90,6.17E+00
110,5.63E+00
100,5.10E+00
100,4.87E+00
110,4.63E+00
100,4.40E+00
110,4.17E+00
130,3.93E+00
80,3.70E+00
70,3.63E+00
60,3.57E+00
50,3.50E+00
60,3.43E+00
70,3.37E+00
80,3.30E+00
70,3.17E+00
70,3.03E+00
80,2.90E+00
70,2.77E+00
60,2.63E+00
70,2.50E+00
70,2.28E+00
70,2.07E+00
70,1.85E+00
60,1.63E+00
60,1.42E+00
60,1.20E+00
40,1.05E+00
40,9.00E-01
50,7.50E-01
40,6.00E-01
50,4.50E-01
60,3.00E-01
40,3.17E-01
50,3.33E-01
50,3.50E-01
60,3.67E-01
50,3.83E-01
60,4.00E-01
60,3.50E-01
50,3.00E-01
50,2.50E-01
50,2.00E-01
50,1.50E-01
50,1.00E-01
50,3.33E-02
30,-3.33E-02
40,-1.00E-01
40,-1.67E-01
30,-2.33E-01
60,-3.00E-01
40,-2.33E-01
50,-1.67E-01
50,-1.00E-01
50,-3.33E-02
60,3.33E-02
60,1.00E-01
80,1.39E-17
60,-1.00E-01
50,-2.00E-01
270,-3.00E-01
160,-4.00E-01
80,-5.00E-01
70,-4.83E-01
60,-4.67E-01
70,-4.50E-01
60,-4.33E-01
70,-4.17E-01
80,-4.00E-01
70,-5.55E-17
70,4.00E-01
90,8.00E-01
310,1.20E+00
350,1.60E+00
80,2.00E+00
70,2.48E+00
80,2.97E+00
70,3.45E+00
70,3.93E+00
80,4.42E+00
80,4.90E+00
60,5.08E+00
60,5.27E+00
60,5.45E+00
60,5.63E+00
80,5.82E+00
90,6.00E+00
70,6.14E+00
70,6.28E+00
90,6.42E+00
80,6.57E+00
70,6.71E+00
70,6.85E+00
60,6.99E+00
70,7.13E+00
40,7.28E+00
50,7.42E+00
50,7.56E+00
60,7.70E+00
50,7.23E+00
30,6.77E+00
30,6.30E+00
40,5.83E+00
30,5.37E+00
60,4.90E+00
50,5.21E+00
50,5.52E+00
60,5.83E+00
60,6.13E+00
50,6.44E+00
40,6.75E+00
50,7.06E+00
50,7.37E+00
50,7.67E+00
50,7.98E+00
60,8.29E+00
80,8.60E+00
80,8.43E+00
70,8.27E+00
50,8.10E+00
50,7.93E+00
50,7.77E+00
120,7.60E+00
400,7.93E+00
240,8.27E+00
120,8.60E+00
120,8.93E+00
120,9.27E+00
130,9.60E+00
120,9.68E+00
140,9.77E+00
230,9.85E+00
580,9.93E+00
410,1.00E+01
350,1.01E+01
560,1.01E+01
550,1.00E+01
300,9.95E+00
300,9.90E+00
290,9.85E+00
200,9.80E+00
150,9.68E+00
120,9.57E+00
90,9.45E+00
90,9.33E+00
70,9.22E+00
90,9.10E+00
90,8.55E+00
110,8.00E+00
130,7.45E+00
110,6.90E+00
100,6.35E+00
80,5.80E+00
50,5.55E+00
50,5.30E+00
50,5.05E+00
40,4.80E+00
60,4.55E+00
60,4.30E+00
50,4.08E+00
60,3.87E+00
50,3.65E+00
40,3.43E+00
50,3.22E+00
50,3.00E+00
60,3.04E+00
60,3.08E+00
50,3.12E+00
50,3.16E+00
40,3.19E+00
30,3.23E+00
20,3.27E+00
40,3.31E+00
50,3.35E+00
50,3.39E+00
60,3.43E+00
50,3.47E+00
70,3.51E+00
50,3.54E+00
50,3.58E+00
50,3.62E+00
50,3.66E+00
50,3.70E+00
50,3.83E+00
50,3.97E+00
60,4.10E+00
50,4.23E+00
60,4.37E+00
50,4.50E+00
50,4.55E+00
50,4.60E+00
40,4.65E+00
40,4.70E+00
30,4.75E+00
40,4.80E+00
40,4.81E+00
50,4.82E+00
50,4.83E+00
50,4.83E+00
50,4.84E+00
50,4.85E+00
50,4.86E+00
50,4.87E+00
60,4.88E+00
50,4.88E+00
60,4.89E+00
60,4.90E+00
70,5.07E+00
100,5.23E+00
60,5.40E+00
60,5.57E+00
130,5.73E+00
470,5.90E+00
290,6.05E+00
250,6.20E+00
250,6.35E+00
400,6.50E+00
510,6.65E+00
260,6.80E+00
80,6.88E+00
100,6.97E+00
70,7.05E+00
90,7.13E+00
60,7.22E+00
70,7.30E+00
50,7.27E+00
40,7.23E+00
50,7.20E+00
60,7.17E+00
60,7.13E+00
60,7.10E+00
50,7.17E+00
50,7.23E+00
20,7.30E+00
30,7.37E+00
20,7.43E+00
40,7.50E+00
70,7.43E+00
60,7.37E+00
300,7.30E+00
780,7.23E+00
470,7.17E+00
270,7.10E+00
240,7.35E+00
260,7.60E+00
220,7.85E+00
110,8.10E+00
80,8.35E+00
50,8.60E+00
60,8.42E+00
50,8.23E+00
280,8.05E+00
380,7.87E+00
280,7.68E+00
260,7.50E+00
250,7.58E+00
220,7.67E+00
220,7.75E+00
190,7.83E+00
70,7.92E+00
50,8.00E+00
50,7.93E+00
60,7.87E+00
60,7.80E+00
50,7.73E+00
60,7.67E+00
60,7.60E+00
70,7.73E+00
80,7.87E+00
90,8.00E+00
70,8.13E+00
100,8.27E+00
140,8.40E+00
90,8.55E+00
80,8.70E+00
80,8.85E+00
330,9.00E+00
410,9.15E+00
330,9.30E+00
100,9.32E+00
120,9.33E+00
130,9.35E+00
130,9.37E+00
120,9.38E+00
110,9.40E+00
100,9.15E+00
150,8.90E+00
130,8.65E+00
100,8.40E+00
100,8.15E+00
120,7.90E+00
100,7.77E+00
120,7.63E+00
100,7.50E+00
110,7.37E+00
100,7.23E+00
80,7.10E+00
80,7.05E+00
60,7.00E+00
60,6.95E+00
60,6.90E+00
60,6.85E+00
60,6.80E+00
50,6.82E+00
50,6.83E+00
50,6.85E+00
40,6.87E+00
50,6.88E+00
60,6.90E+00
60,6.92E+00
50,6.93E+00
60,6.95E+00
40,6.97E+00
60,6.98E+00
50,7.00E+00
50,6.93E+00
40,6.87E+00
60,6.80E+00
50,6.73E+00
60,6.67E+00
50,6.60E+00
50,6.57E+00
40,6.53E+00
50,6.50E+00
40,6.47E+00
30,6.43E+00
40,6.40E+00
30,6.28E+00
40,6.17E+00
60,6.05E+00
50,5.93E+00
50,5.82E+00
40,5.70E+00
50,5.60E+00
40,5.50E+00
60,5.40E+00
60,5.30E+00
60,5.20E+00
60,5.10E+00
60,5.08E+00
40,5.07E+00
50,5.05E+00
50,5.03E+00
50,5.02E+00
60,5.00E+00
50,4.97E+00
60,4.93E+00
50,4.90E+00
60,4.87E+00
50,4.83E+00
50,4.80E+00
40,4.80E+00
20,4.80E+00
30,4.80E+00
40,4.80E+00
60,4.80E+00
50,4.80E+00
50,4.90E+00
60,5.00E+00
80,5.10E+00
80,5.20E+00
50,5.30E+00
70,5.40E+00
300,5.53E+00
370,5.67E+00
590,5.80E+00
320,5.93E+00
310,6.07E+00
260,6.20E+00
190,6.35E+00
150,6.50E+00
130,6.65E+00
290,6.80E+00
490,6.95E+00
840,7.10E+00
700,7.25E+00
430,7.40E+00
300,7.55E+00
310,7.70E+00
290,7.85E+00
300,8.00E+00
240,8.12E+00
160,8.23E+00
90,8.35E+00
70,8.47E+00
80,8.58E+00
80,8.70E+00
80,8.83E+00
570,8.97E+00
610,9.10E+00
330,9.23E+00
350,9.37E+00
260,9.50E+00
270,9.67E+00
210,9.83E+00
100,1.00E+01
100,1.02E+01
90,1.03E+01
100,1.05E+01
110,1.05E+01
100,1.05E+01
80,1.05E+01
90,1.05E+01
90,1.05E+01
80,1.05E+01
90,1.05E+01
90,1.06E+01
250,1.06E+01
390,1.06E+01
190,1.07E+01
100,1.07E+01
280,1.07E+01
560,1.06E+01
600,1.06E+01
290,1.06E+01
90,1.05E+01
370,1.05E+01
670,1.04E+01
230,1.02E+01
160,1.01E+01
90,9.97E+00
70,9.83E+00
70,9.70E+00
70,9.68E+00
70,9.67E+00
70,9.65E+00
70,9.63E+00
70,9.62E+00
70,9.60E+00
80,9.55E+00
60,9.50E+00
50,9.45E+00
60,9.40E+00
40,9.35E+00
70,9.30E+00
70,9.05E+00
60,8.80E+00
80,8.55E+00
70,8.30E+00
80,8.05E+00
70,7.80E+00
70,7.60E+00
70,7.40E+00
70,7.20E+00
70,7.00E+00
70,6.80E+00
60,6.60E+00
70,6.40E+00
80,6.20E+00
110,6.00E+00
70,5.80E+00
50,5.60E+00
50,5.40E+00
40,5.22E+00
20,5.03E+00
40,4.85E+00
30,4.67E+00
70,4.48E+00
50,4.30E+00
60,4.28E+00
50,4.27E+00
50,4.25E+00
60,4.23E+00
40,4.22E+00
60,4.20E+00
50,4.12E+00
60,4.03E+00
50,3.95E+00
60,3.87E+00
50,3.78E+00
40,3.70E+00
50,3.67E+00
40,3.63E+00
50,3.60E+00
50,3.57E+00
60,3.53E+00
50,3.50E+00
60,3.42E+00
40,3.33E+00
20,3.25E+00
40,3.17E+00
40,3.08E+00
50,3.00E+00
50,2.87E+00
60,2.73E+00
50,2.60E+00
60,2.47E+00
50,2.33E+00
50,2.20E+00
50,2.17E+00
50,2.13E+00
50,2.10E+00
60,2.07E+00
50,2.03E+00
60,2.00E+00
60,2.03E+00
50,2.07E+00
50,2.10E+00
50,2.13E+00
50,2.17E+00
50,2.20E+00
60,2.55E+00
60,2.90E+00
80,3.25E+00
50,3.60E+00
50,3.95E+00
60,4.30E+00
60,4.70E+00
60,5.10E+00
60,5.50E+00
70,5.90E+00
200,6.30E+00
160,6.70E+00
50,6.88E+00
160,7.07E+00
60,7.25E+00
60,7.43E+00
50,7.62E+00
40,7.80E+00
60,8.02E+00
60,8.23E+00
60,8.45E+00
70,8.67E+00
90,8.88E+00
80,9.10E+00
80,9.27E+00
90,9.43E+00
100,9.60E+00
100,9.77E+00
100,9.93E+00
90,1.01E+01
100,1.03E+01
90,1.04E+01
100,1.06E+01
90,1.08E+01
110,1.09E+01
90,1.11E+01
100,1.12E+01
90,1.13E+01
70,1.14E+01
60,1.15E+01
60,1.16E+01
80,1.17E+01
80,1.18E+01
120,1.19E+01
120,1.21E+01
110,1.22E+01
140,1.23E+01
110,1.24E+01
110,1.25E+01
110,1.26E+01
120,1.28E+01
100,1.29E+01
80,1.30E+01
100,1.31E+01
270,1.32E+01
250,1.33E+01
110,1.34E+01
130,1.36E+01
430,1.37E+01
300,1.38E+01
270,1.38E+01
240,1.38E+01
220,1.38E+01
360,1.37E+01
430,1.37E+01
450,1.37E+01
440,1.36E+01
410,1.36E+01
100,1.35E+01
120,1.34E+01
110,1.34E+01
120,1.33E+01
120,1.32E+01
100,1.30E+01
170,1.29E+01
100,1.28E+01
90,1.26E+01
90,1.25E+01
90,1.21E+01
120,1.17E+01
120,1.13E+01
110,1.09E+01
110,1.05E+01
100,1.01E+01
100,9.82E+00
70,9.53E+00
80,9.25E+00
80,8.97E+00
80,8.68E+00
80,8.40E+00
90,8.18E+00
80,7.97E+00
70,7.75E+00
60,7.53E+00
40,7.32E+00
40,7.10E+00
30,6.97E+00
50,6.83E+00
60,6.70E+00
60,6.57E+00
50,6.43E+00
50,6.30E+00
50,6.17E+00
60,6.03E+00
50,5.90E+00
60,5.77E+00
60,5.63E+00
60,5.50E+00
50,5.20E+00
50,4.90E+00
50,4.60E+00
50,4.30E+00
50,4.00E+00
20,3.70E+00
40,3.65E+00
30,3.60E+00
50,3.55E+00
60,3.50E+00
40,3.45E+00
50,3.40E+00
50,3.17E+00
50,2.93E+00
60,2.70E+00
60,2.47E+00
50,2.23E+00
50,2.00E+00
50,2.03E+00
50,2.07E+00
50,2.10E+00
60,2.13E+00
50,2.17E+00
70,2.20E+00
70,2.13E+00
40,2.07E+00
40,2.00E+00
230,1.93E+00
170,1.87E+00
60,1.80E+00
70,1.78E+00
90,1.77E+00
80,1.75E+00
80,1.73E+00
80,1.72E+00
80,1.70E+00
80,2.27E+00
70,2.83E+00
80,3.40E+00
340,3.97E+00
370,4.53E+00
80,5.10E+00
50,5.67E+00
50,6.23E+00
40,6.80E+00
50,7.37E+00
50,7.93E+00
50,8.50E+00
60,8.93E+00
50,9.37E+00
70,9.80E+00
50,1.02E+01
50,1.07E+01
60,1.11E+01
50,1.14E+01
50,1.17E+01
50,1.20E+01
50,1.23E+01
60,1.26E+01
50,1.29E+01
60,1.33E+01
50,1.36E+01
50,1.39E+01
50,1.42E+01
50,1.45E+01
60,1.48E+01
70,1.49E+01
80,1.50E+01
100,1.51E+01
90,1.52E+01
90,1.53E+01
70,1.54E+01
80,1.56E+01
70,1.57E+01
90,1.58E+01
80,1.59E+01
100,1.60E+01
90,1.61E+01
80,1.62E+01
80,1.63E+01
80,1.64E+01
70,1.64E+01
80,1.65E+01
90,1.66E+01
90,1.66E+01
80,1.66E+01
80,1.66E+01
70,1.67E+01
80,1.67E+01
60,1.67E+01
40,1.67E+01
50,1.66E+01
70,1.66E+01
90,1.66E+01
320,1.65E+01
330,1.65E+01
270,1.64E+01
260,1.63E+01
240,1.63E+01
210,1.62E+01
280,1.61E+01
170,1.60E+01
120,1.58E+01
100,1.56E+01
120,1.54E+01
120,1.52E+01
130,1.50E+01
130,1.48E+01
120,1.47E+01
120,1.46E+01
140,1.44E+01
150,1.43E+01
150,1.42E+01
150,1.41E+01
140,1.40E+01
130,1.38E+01
100,1.37E+01
80,1.36E+01
60,1.34E+01
30,1.33E+01
40,1.31E+01
40,1.30E+01
80,1.28E+01
70,1.26E+01
60,1.25E+01
70,1.23E+01
60,1.23E+01
70,1.22E+01
50,1.22E+01
80,1.21E+01
60,1.21E+01
60,1.20E+01
70,1.18E+01
50,1.16E+01
50,1.14E+01
50,1.12E+01
50,1.10E+01
40,1.08E+01
60,1.09E+01
60,1.11E+01
60,1.12E+01
60,1.13E+01
50,1.15E+01
40,1.16E+01
20,1.15E+01
30,1.14E+01
30,1.14E+01
50,1.13E+01
60,1.12E+01
60,1.11E+01
60,1.09E+01
60,1.08E+01
50,1.06E+01
50,1.04E+01
40,1.03E+01
50,1.01E+01
50,9.88E+00
50,9.67E+00
60,9.45E+00
50,9.23E+00
60,9.02E+00
40,8.80E+00
50,8.65E+00
50,8.50E+00
50,8.35E+00
50,8.20E+00
60,8.05E+00
70,7.90E+00
70,7.77E+00
30,7.63E+00
40,7.50E+00
50,7.37E+00
50,7.23E+00
60,7.10E+00
110,7.02E+00
70,6.93E+00
50,6.85E+00
60,6.77E+00
60,6.68E+00
60,6.60E+00
50,6.88E+00
50,7.17E+00
50,7.45E+00
50,7.73E+00
40,8.02E+00
70,8.30E+00
50,8.47E+00
60,8.63E+00
50,8.80E+00
50,8.97E+00
50,9.13E+00
30,9.30E+00
30,9.47E+00
20,9.63E+00
40,9.80E+00
60,9.97E+00
60,1.01E+01
50,1.03E+01
60,1.04E+01
50,1.04E+01
40,1.05E+01
60,1.06E+01
50,1.06E+01
50,1.07E+01
60,1.08E+01
60,1.09E+01
50,1.10E+01
50,1.11E+01
50,1.12E+01
50,1.13E+01
60,1.15E+01
40,1.17E+01
60,1.19E+01
60,1.21E+01
50,1.23E+01
60,1.25E+01
40,1.25E+01
30,1.26E+01
30,1.26E+01
20,1.26E+01
60,1.27E+01
50,1.27E+01
70,1.28E+01
60,1.30E+01
60,1.31E+01
50,1.32E+01
50,1.34E+01
40,1.35E+01
50,1.36E+01
50,1.37E+01
50,1.39E+01
60,1.40E+01
50,1.41E+01
60,1.42E+01
60,1.42E+01
60,1.41E+01
60,1.41E+01
80,1.41E+01
70,1.40E+01
90,1.40E+01
150,1.41E+01
460,1.41E+01
340,1.42E+01
310,1.42E+01
120,1.43E+01
140,1.43E+01
150,1.42E+01
120,1.41E+01
130,1.39E+01
130,1.38E+01
130,1.37E+01
130,1.36E+01
170,1.34E+01
210,1.32E+01
110,1.29E+01
100,1.27E+01
110,1.25E+01
90,1.23E+01
120,1.19E+01
130,1.15E+01
130,1.12E+01
120,1.08E+01
120,1.04E+01
60,1.00E+01
60,9.72E+00
50,9.43E+00
60,9.15E+00
60,8.87E+00
50,8.58E+00
60,8.30E+00
60,8.00E+00
60,7.70E+00
50,7.40E+00
40,7.10E+00
60,6.80E+00
50,6.50E+00
50,6.47E+00
40,6.43E+00
30,6.40E+00
40,6.37E+00
40,6.33E+00
40,6.30E+00
50,5.97E+00
60,5.63E+00
50,5.30E+00
50,4.97E+00
60,4.63E+00
60,4.30E+00
50,4.25E+00
60,4.20E+00
50,4.15E+00
50,4.10E+00
50,4.05E+00
50,4.00E+00
40,3.92E+00
60,3.83E+00
60,3.75E+00
60,3.67E+00
60,3.58E+00
50,3.50E+00
50,3.33E+00
50,3.17E+00
20,3.00E+00
30,2.83E+00
30,2.67E+00
30,2.50E+00
60,2.45E+00
50,2.40E+00
60,2.35E+00
40,2.30E+00
60,2.25E+00
70,2.20E+00
70,2.12E+00
70,2.03E+00
70,1.95E+00
70,1.87E+00
50,1.78E+00
70,1.70E+00
280,1.78E+00
150,1.87E+00
60,1.95E+00
70,2.03E+00
60,2.12E+00
70,2.20E+00
50,2.85E+00
60,3.50E+00
50,4.15E+00
50,4.80E+00
80,5.45E+00
60,6.10E+00
370,6.60E+00
400,7.10E+00
70,7.60E+00
70,8.10E+00
80,8.60E+00
90,9.10E+00
70,9.43E+00
80,9.77E+00
60,1.01E+01
50,1.04E+01
80,1.08E+01
80,1.11E+01
80,1.14E+01
80,1.18E+01
120,1.21E+01
90,1.24E+01
50,1.28E+01
70,1.31E+01
60,1.33E+01
90,1.35E+01
80,1.38E+01
80,1.40E+01
80,1.42E+01
60,1.44E+01
70,1.44E+01
60,1.44E+01
60,1.44E+01
70,1.45E+01
70,1.45E+01
80,1.45E+01
70,1.47E+01
70,1.48E+01
70,1.50E+01
60,1.52E+01
70,1.53E+01
60,1.55E+01
70,1.54E+01
70,1.54E+01
70,1.54E+01
80,1.53E+01
70,1.53E+01
80,1.52E+01
70,1.53E+01
70,1.54E+01
50,1.54E+01
60,1.55E+01
80,1.56E+01
90,1.57E+01
90,1.58E+01
80,1.58E+01
80,1.59E+01
70,1.60E+01
80,1.60E+01
90,1.61E+01
90,1.61E+01
130,1.61E+01
120,1.61E+01
130,1.61E+01
120,1.61E+01
130,1.61E+01
120,1.60E+01
200,1.59E+01
120,1.59E+01
110,1.58E+01
120,1.57E+01
130,1.56E+01
130,1.54E+01
110,1.53E+01
120,1.51E+01
90,1.49E+01
90,1.48E+01
80,1.46E+01
80,1.42E+01
100,1.38E+01
110,1.34E+01
110,1.31E+01
120,1.27E+01
80,1.23E+01
80,1.20E+01
80,1.17E+01
70,1.14E+01
80,1.12E+01
60,1.09E+01
50,1.06E+01
70,1.05E+01
50,1.03E+01
60,1.02E+01
50,1.01E+01
50,9.93E+00
60,9.80E+00
50,9.62E+00
50,9.43E+00
60,9.25E+00
50,9.07E+00
60,8.88E+00
40,8.70E+00
40,8.58E+00
20,8.47E+00
40,8.35E+00
50,8.23E+00
50,8.12E+00
50,8.00E+00
60,7.80E+00
60,7.60E+00
60,7.40E+00
60,7.20E+00
50,7.00E+00
50,6.80E+00
50,6.87E+00
40,6.93E+00
50,7.00E+00
60,7.07E+00
60,7.13E+00
60,7.20E+00
60,7.07E+00
60,6.93E+00
50,6.80E+00
50,6.67E+00
50,6.53E+00
40,6.40E+00
50,6.17E+00
60,5.93E+00
50,5.70E+00
60,5.47E+00
50,5.23E+00
30,5.00E+00
20,4.87E+00
30,4.73E+00
30,4.60E+00
50,4.47E+00
70,4.33E+00
60,4.20E+00
60,4.38E+00
50,4.57E+00
60,4.75E+00
50,4.93E+00
70,5.12E+00
170,5.30E+00
400,5.75E+00
150,6.20E+00
70,6.65E+00
110,7.10E+00
100,7.55E+00
120,8.00E+00
80,8.55E+00
90,9.10E+00
120,9.65E+00
390,1.02E+01
240,1.08E+01
120,1.13E+01
70,1.16E+01
90,1.20E+01
80,1.23E+01
70,1.26E+01
80,1.30E+01
110,1.33E+01
90,1.36E+01
100,1.39E+01
100,1.42E+01
100,1.44E+01
80,1.47E+01
80,1.50E+01
