Appliances,Temperature_outside_celsius,Pressure_outside_mm_hg,Humidity_outside_percent,Windspeed_meters_per_second
40,1.16E+01,760,88,4
20,1.15E+01,760,89.16666667,4.333333333
30,1.14E+01,760,90.33333333,4.666666667
30,1.14E+01,760,91.5,5
50,1.13E+01,760,92.66666667,5.333333333
60,1.12E+01,760,93.83333333,5.666666667
60,1.11E+01,760,95,6
60,1.09E+01,760,93.5,6.166666667
60,1.08E+01,760,92,6.333333333
50,1.06E+01,760,90.5,6.5
50,1.04E+01,760,89,6.666666667
40,1.03E+01,760,87.5,6.833333333
50,1.01E+01,760,86,7
50,9.88E+00,760.0666667,86.5,6.333333333
50,9.67E+00,760.1333333,87,5.666666667
60,9.45E+00,760.2,87.5,5
50,9.23E+00,760.2666667,88,4.333333333
60,9.02E+00,760.3333333,88.5,3.666666667
40,8.80E+00,760.4,89,3
50,8.65E+00,760.45,89.5,3
50,8.50E+00,760.5,90,3
50,8.35E+00,760.55,90.5,3
50,8.20E+00,760.6,91,3
60,8.05E+00,760.65,91.5,3
70,7.90E+00,760.7,92,3
70,7.77E+00,760.75,92.16666667,2.833333333
30,7.63E+00,760.8,92.33333333,2.666666667
40,7.50E+00,760.85,92.5,2.5
50,7.37E+00,760.9,92.66666667,2.333333333
50,7.23E+00,760.95,92.83333333,2.166666667
60,7.10E+00,761,93,2
110,7.02E+00,761.0833333,93.33333333,2
70,6.93E+00,761.1666667,93.66666667,2
50,6.85E+00,761.25,94,2
60,6.77E+00,761.3333333,94.33333333,2
60,6.68E+00,761.4166667,94.66666667,2
60,6.60E+00,761.5,95,2
50,6.88E+00,761.6,94.16666667,2.166666667
50,7.17E+00,761.7,93.33333333,2.333333333
50,7.45E+00,761.8,92.5,2.5
50,7.73E+00,761.9,91.66666667,2.666666667
40,8.02E+00,762,90.83333333,2.833333333
70,8.30E+00,762.1,90,3
50,8.47E+00,762.1833333,88.66666667,3.333333333
60,8.63E+00,762.2666667,87.33333333,3.666666667
50,8.80E+00,762.35,86,4
50,8.97E+00,762.4333333,84.66666667,4.333333333
50,9.13E+00,762.5166667,83.33333333,4.666666667
30,9.30E+00,762.6,82,5
30,9.47E+00,762.7,80.33333333,5
20,9.63E+00,762.8,78.66666667,5
40,9.80E+00,762.9,77,5
60,9.97E+00,763,75.33333333,5
60,1.01E+01,763.1,73.66666667,5
50,1.03E+01,763.2,72,5
60,1.04E+01,763.2666667,70.16666667,5.166666667
50,1.04E+01,763.3333333,68.33333333,5.333333333
40,1.05E+01,763.4,66.5,5.5
60,1.06E+01,763.4666667,64.66666667,5.666666667
50,1.06E+01,763.5333333,62.83333333,5.833333333
50,1.07E+01,763.6,61,6
60,1.08E+01,763.65,60.16666667,5.833333333
60,1.09E+01,763.7,59.33333333,5.666666667
50,1.10E+01,763.75,58.5,5.5
50,1.11E+01,763.8,57.66666667,5.333333333
50,1.12E+01,763.85,56.83333333,5.166666667
50,1.13E+01,763.9,56,5
60,1.15E+01,763.9333333,55.33333333,4.833333333
40,1.17E+01,763.9666667,54.66666667,4.666666667
60,1.19E+01,764,54,4.5
60,1.21E+01,764.0333333,53.33333333,4.333333333
50,1.23E+01,764.0666667,52.66666667,4.166666667
60,1.25E+01,764.1,52,4
40,1.25E+01,764.1333333,51,4.166666667
30,1.26E+01,764.1666667,50,4.333333333
30,1.26E+01,764.2,49,4.5
20,1.26E+01,764.2333333,48,4.666666667
60,1.27E+01,764.2666667,47,4.833333333
50,1.27E+01,764.3,46,5
70,1.28E+01,764.3166667,45.33333333,4.833333333
60,1.30E+01,764.3333333,44.66666667,4.666666667
60,1.31E+01,764.35,44,4.5
50,1.32E+01,764.3666667,43.33333333,4.333333333
50,1.34E+01,764.3833333,42.66666667,4.166666667
40,1.35E+01,764.4,42,4
50,1.36E+01,764.4,41.83333333,4
50,1.37E+01,764.4,41.66666667,4
50,1.39E+01,764.4,41.5,4
60,1.40E+01,764.4,41.33333333,4
50,1.41E+01,764.4,41.16666667,4
60,1.42E+01,764.4,41,4
60,1.42E+01,764.4166667,40.66666667,4.166666667
60,1.41E+01,764.4333333,40.33333333,4.333333333
60,1.41E+01,764.45,40,4.5
80,1.41E+01,764.4666667,39.66666667,4.666666667
70,1.40E+01,764.4833333,39.33333333,4.833333333
90,1.40E+01,764.5,39,5
150,1.41E+01,764.5,38.83333333,4.833333333
460,1.41E+01,764.5,38.66666667,4.666666667
340,1.42E+01,764.5,38.5,4.5
310,1.42E+01,764.5,38.33333333,4.333333333
120,1.43E+01,764.5,38.16666667,4.166666667
140,1.43E+01,764.5,38,4
150,1.42E+01,764.5666667,38.33333333,4.166666667
120,1.41E+01,764.6333333,38.66666667,4.333333333
130,1.39E+01,764.7,39,4.5
130,1.38E+01,764.7666667,39.33333333,4.666666667
130,1.37E+01,764.8333333,39.66666667,4.833333333
130,1.36E+01,764.9,40,5
170,1.34E+01,764.95,40.83333333,4.833333333
210,1.32E+01,765,41.66666667,4.666666667
110,1.29E+01,765.05,42.5,4.5
100,1.27E+01,765.1,43.33333333,4.333333333
110,1.25E+01,765.15,44.16666667,4.166666667
90,1.23E+01,765.2,45,4
120,1.19E+01,765.2333333,47.5,3.666666667
130,1.15E+01,765.2666667,50,3.333333333
130,1.12E+01,765.3,52.5,3
120,1.08E+01,765.3333333,55,2.666666667
120,1.04E+01,765.3666667,57.5,2.333333333
60,1.00E+01,765.4,60,2
60,9.72E+00,765.4833333,61,1.833333333
50,9.43E+00,765.5666667,62,1.666666667
60,9.15E+00,765.65,63,1.5
60,8.87E+00,765.7333333,64,1.333333333
50,8.58E+00,765.8166667,65,1.166666667
60,8.30E+00,765.9,66,1
60,8.00E+00,765.95,68.16666667,1
60,7.70E+00,766,70.33333333,1
50,7.40E+00,766.05,72.5,1
40,7.10E+00,766.1,74.66666667,1
60,6.80E+00,766.15,76.83333333,1
50,6.50E+00,766.2,79,1
50,6.47E+00,766.2166667,78.66666667,1
40,6.43E+00,766.2333333,78.33333333,1
30,6.40E+00,766.25,78,1
40,6.37E+00,766.2666667,77.66666667,1
40,6.33E+00,766.2833333,77.33333333,1
40,6.30E+00,766.3,77,1
50,5.97E+00,766.35,78.33333333,1
60,5.63E+00,766.4,79.66666667,1
50,5.30E+00,766.45,81,1
50,4.97E+00,766.5,82.33333333,1
60,4.63E+00,766.55,83.66666667,1
60,4.30E+00,766.6,85,1
50,4.25E+00,766.6,85.66666667,1
60,4.20E+00,766.6,86.33333333,1
50,4.15E+00,766.6,87,1
50,4.10E+00,766.6,87.66666667,1
50,4.05E+00,766.6,88.33333333,1
50,4.00E+00,766.6,89,1
40,3.92E+00,766.6,89,1
60,3.83E+00,766.6,89,1
60,3.75E+00,766.6,89,1
60,3.67E+00,766.6,89,1
60,3.58E+00,766.6,89,1
50,3.50E+00,766.6,89,1
50,3.33E+00,766.6166667,89.5,1
50,3.17E+00,766.6333333,90,1
20,3.00E+00,766.65,90.5,1
30,2.83E+00,766.6666667,91,1
30,2.67E+00,766.6833333,91.5,1
30,2.50E+00,766.7,92,1
60,2.45E+00,766.6833333,92.16666667,1
50,2.40E+00,766.6666667,92.33333333,1
60,2.35E+00,766.65,92.5,1
40,2.30E+00,766.6333333,92.66666667,1
60,2.25E+00,766.6166667,92.83333333,1
70,2.20E+00,766.6,93,1
70,2.12E+00,766.6,93.16666667,1
70,2.03E+00,766.6,93.33333333,1
70,1.95E+00,766.6,93.5,1
70,1.87E+00,766.6,93.66666667,1
50,1.78E+00,766.6,93.83333333,1
70,1.70E+00,766.6,94,1
280,1.78E+00,766.6166667,94,1
150,1.87E+00,766.6333333,94,1
60,1.95E+00,766.65,94,1
70,2.03E+00,766.6666667,94,1
60,2.12E+00,766.6833333,94,1
70,2.20E+00,766.7,94,1
50,2.85E+00,766.7,92.16666667,1
60,3.50E+00,766.7,90.33333333,1
50,4.15E+00,766.7,88.5,1
50,4.80E+00,766.7,86.66666667,1
80,5.45E+00,766.7,84.83333333,1
60,6.10E+00,766.7,83,1
370,6.60E+00,766.7333333,80.5,1
400,7.10E+00,766.7666667,78,1
70,7.60E+00,766.8,75.5,1
70,8.10E+00,766.8333333,73,1
80,8.60E+00,766.8666667,70.5,1
90,9.10E+00,766.9,68,1
70,9.43E+00,766.8833333,67.16666667,1.166666667
80,9.77E+00,766.8666667,66.33333333,1.333333333
60,1.01E+01,766.85,65.5,1.5
50,1.04E+01,766.8333333,64.66666667,1.666666667
80,1.08E+01,766.8166667,63.83333333,1.833333333
80,1.11E+01,766.8,63,2
80,1.14E+01,766.8166667,61,2.166666667
80,1.18E+01,766.8333333,59,2.333333333
120,1.21E+01,766.85,57,2.5
90,1.24E+01,766.8666667,55,2.666666667
50,1.28E+01,766.8833333,53,2.833333333
70,1.31E+01,766.9,51,3
60,1.33E+01,766.8666667,50,3
90,1.35E+01,766.8333333,49,3
80,1.38E+01,766.8,48,3
80,1.40E+01,766.7666667,47,3
80,1.42E+01,766.7333333,46,3
60,1.44E+01,766.7,45,3
70,1.44E+01,766.6833333,44.16666667,2.833333333
60,1.44E+01,766.6666667,43.33333333,2.666666667
60,1.44E+01,766.65,42.5,2.5
70,1.45E+01,766.6333333,41.66666667,2.333333333
70,1.45E+01,766.6166667,40.83333333,2.166666667
80,1.45E+01,766.6,40,2
70,1.47E+01,766.5333333,39.33333333,2.166666667
70,1.48E+01,766.4666667,38.66666667,2.333333333
70,1.50E+01,766.4,38,2.5
60,1.52E+01,766.3333333,37.33333333,2.666666667
70,1.53E+01,766.2666667,36.66666667,2.833333333
60,1.55E+01,766.2,36,3
70,1.54E+01,766.15,35.83333333,3
70,1.54E+01,766.1,35.66666667,3
70,1.54E+01,766.05,35.5,3
80,1.53E+01,766,35.33333333,3
70,1.53E+01,765.95,35.16666667,3
80,1.52E+01,765.9,35,3
70,1.53E+01,765.85,35,3.166666667
70,1.54E+01,765.8,35,3.333333333
50,1.54E+01,765.75,35,3.5
60,1.55E+01,765.7,35,3.666666667
80,1.56E+01,765.65,35,3.833333333
90,1.57E+01,765.6,35,4
90,1.58E+01,765.5333333,35,4
80,1.58E+01,765.4666667,35,4
80,1.59E+01,765.4,35,4
70,1.60E+01,765.3333333,35,4
80,1.60E+01,765.2666667,35,4
90,1.61E+01,765.2,35,4
90,1.61E+01,765.1333333,34.83333333,3.833333333
130,1.61E+01,765.0666667,34.66666667,3.666666667
120,1.61E+01,765,34.5,3.5
130,1.61E+01,764.9333333,34.33333333,3.333333333
120,1.61E+01,764.8666667,34.16666667,3.166666667
130,1.61E+01,764.8,34,3
120,1.60E+01,764.75,35,3.166666667
200,1.59E+01,764.7,36,3.333333333
120,1.59E+01,764.65,37,3.5
110,1.58E+01,764.6,38,3.666666667
120,1.57E+01,764.55,39,3.833333333
130,1.56E+01,764.5,40,4
130,1.54E+01,764.4666667,40.66666667,3.833333333
110,1.53E+01,764.4333333,41.33333333,3.666666667
120,1.51E+01,764.4,42,3.5
90,1.49E+01,764.3666667,42.66666667,3.333333333
90,1.48E+01,764.3333333,43.33333333,3.166666667
80,1.46E+01,764.3,44,3
80,1.42E+01,764.2833333,45.66666667,3
100,1.38E+01,764.2666667,47.33333333,3
110,1.34E+01,764.25,49,3
110,1.31E+01,764.2333333,50.66666667,3
120,1.27E+01,764.2166667,52.33333333,3
80,1.23E+01,764.2,54,3
80,1.20E+01,764.2166667,54.66666667,3
80,1.17E+01,764.2333333,55.33333333,3
70,1.14E+01,764.25,56,3
80,1.12E+01,764.2666667,56.66666667,3
60,1.09E+01,764.2833333,57.33333333,3
50,1.06E+01,764.3,58,3
70,1.05E+01,764.3166667,58.33333333,2.833333333
50,1.03E+01,764.3333333,58.66666667,2.666666667
60,1.02E+01,764.35,59,2.5
50,1.01E+01,764.3666667,59.33333333,2.333333333
50,9.93E+00,764.3833333,59.66666667,2.166666667
60,9.80E+00,764.4,60,2
50,9.62E+00,764.35,60.66666667,2
50,9.43E+00,764.3,61.33333333,2
60,9.25E+00,764.25,62,2
50,9.07E+00,764.2,62.66666667,2
60,8.88E+00,764.15,63.33333333,2
40,8.70E+00,764.1,64,2
40,8.58E+00,764.0833333,64.16666667,2
20,8.47E+00,764.0666667,64.33333333,2
40,8.35E+00,764.05,64.5,2
50,8.23E+00,764.0333333,64.66666667,2
50,8.12E+00,764.0166667,64.83333333,2
50,8.00E+00,764,65,2
60,7.80E+00,763.95,66.33333333,2.166666667
60,7.60E+00,763.9,67.66666667,2.333333333
60,7.40E+00,763.85,69,2.5
60,7.20E+00,763.8,70.33333333,2.666666667
50,7.00E+00,763.75,71.66666667,2.833333333
50,6.80E+00,763.7,73,3
50,6.87E+00,763.6833333,72.33333333,3.166666667
40,6.93E+00,763.6666667,71.66666667,3.333333333
50,7.00E+00,763.65,71,3.5
60,7.07E+00,763.6333333,70.33333333,3.666666667
60,7.13E+00,763.6166667,69.66666667,3.833333333
60,7.20E+00,763.6,69,4
60,7.07E+00,763.55,69.5,3.833333333
60,6.93E+00,763.5,70,3.666666667
50,6.80E+00,763.45,70.5,3.5
50,6.67E+00,763.4,71,3.333333333
50,6.53E+00,763.35,71.5,3.166666667
40,6.40E+00,763.3,72,3
50,6.17E+00,763.3,73.16666667,2.833333333
60,5.93E+00,763.3,74.33333333,2.666666667
50,5.70E+00,763.3,75.5,2.5
60,5.47E+00,763.3,76.66666667,2.333333333
50,5.23E+00,763.3,77.83333333,2.166666667
30,5.00E+00,763.3,79,2
20,4.87E+00,763.3,79.5,2
30,4.73E+00,763.3,80,2
30,4.60E+00,763.3,80.5,2
50,4.47E+00,763.3,81,2
70,4.33E+00,763.3,81.5,2
60,4.20E+00,763.3,82,2
60,4.38E+00,763.2833333,80.83333333,2.166666667
50,4.57E+00,763.2666667,79.66666667,2.333333333
60,4.75E+00,763.25,78.5,2.5
50,4.93E+00,763.2333333,77.33333333,2.666666667
70,5.12E+00,763.2166667,76.16666667,2.833333333
170,5.30E+00,763.2,75,3
400,5.75E+00,763.1666667,73.5,2.833333333
150,6.20E+00,763.1333333,72,2.666666667
70,6.65E+00,763.1,70.5,2.5
110,7.10E+00,763.0666667,69,2.333333333
100,7.55E+00,763.0333333,67.5,2.166666667
120,8.00E+00,763,66,2
80,8.55E+00,762.9666667,63.83333333,2.166666667
90,9.10E+00,762.9333333,61.66666667,2.333333333
120,9.65E+00,762.9,59.5,2.5
390,1.02E+01,762.8666667,57.33333333,2.666666667
240,1.08E+01,762.8333333,55.16666667,2.833333333
120,1.13E+01,762.8,53,3
70,1.16E+01,762.7666667,52.16666667,3.333333333
90,1.20E+01,762.7333333,51.33333333,3.666666667
80,1.23E+01,762.7,50.5,4
70,1.26E+01,762.6666667,49.66666667,4.333333333
80,1.30E+01,762.6333333,48.83333333,4.666666667
110,1.33E+01,762.6,48,5
90,1.36E+01,762.55,46.5,5
100,1.39E+01,762.5,45,5
100,1.42E+01,762.45,43.5,5
100,1.44E+01,762.4,42,5
80,1.47E+01,762.35,40.5,5
80,1.50E+01,762.3,39,5
90,1.52E+01,762.2166667,38.5,4.666666667
90,1.54E+01,762.1333333,38,4.333333333
90,1.57E+01,762.05,37.5,4
90,1.59E+01,761.9666667,37,3.666666667
90,1.61E+01,761.8833333,36.5,3.333333333
90,1.63E+01,761.8,36,3
160,1.65E+01,761.75,35.33333333,3.166666667
140,1.66E+01,761.7,34.66666667,3.333333333
80,1.68E+01,761.65,34,3.5
70,1.70E+01,761.6,33.33333333,3.666666667
80,1.71E+01,761.55,32.66666667,3.833333333
30,1.73E+01,761.5,32,4
30,1.73E+01,761.4333333,31.33333333,4
40,1.74E+01,761.3666667,30.66666667,4
20,1.74E+01,761.3,30,4
70,1.74E+01,761.2333333,29.33333333,4
60,1.75E+01,761.1666667,28.66666667,4
60,1.75E+01,761.1,28,4
60,1.78E+01,760.9833333,28.16666667,3.833333333
60,1.81E+01,760.8666667,28.33333333,3.666666667
50,1.84E+01,760.75,28.5,3.5
50,1.88E+01,760.6333333,28.66666667,3.333333333
50,1.91E+01,760.5166667,28.83333333,3.166666667
50,1.94E+01,760.4,29,3
70,1.94E+01,760.3333333,29.33333333,3.166666667
60,1.93E+01,760.2666667,29.66666667,3.333333333
60,1.93E+01,760.2,30,3.5
60,1.92E+01,760.1333333,30.33333333,3.666666667
50,1.91E+01,760.0666667,30.66666667,3.833333333
50,1.91E+01,760,31,4
50,1.91E+01,759.8666667,30.83333333,4.166666667
60,1.92E+01,759.7333333,30.66666667,4.333333333
40,1.93E+01,759.6,30.5,4.5
60,1.93E+01,759.4666667,30.33333333,4.666666667
50,1.94E+01,759.3333333,30.16666667,4.833333333
60,1.94E+01,759.2,30,5
50,1.94E+01,759.1333333,30,5
60,1.93E+01,759.0666667,30,5
210,1.93E+01,759,30,5
320,1.92E+01,758.9333333,30,5
520,1.91E+01,758.8666667,30,5
490,1.91E+01,758.8,30,5
150,1.91E+01,758.7,30.66666667,4.833333333
90,1.91E+01,758.6,31.33333333,4.666666667
90,1.91E+01,758.5,32,4.5
80,1.91E+01,758.4,32.66666667,4.333333333
70,1.91E+01,758.3,33.33333333,4.166666667
80,1.91E+01,758.2,34,4
120,1.89E+01,758.15,35.83333333,3.833333333
110,1.86E+01,758.1,37.66666667,3.666666667
90,1.84E+01,758.05,39.5,3.5
100,1.82E+01,758,41.33333333,3.333333333
90,1.79E+01,757.95,43.16666667,3.166666667
100,1.77E+01,757.9,45,3
100,1.74E+01,757.8666667,45.83333333,3.166666667
90,1.71E+01,757.8333333,46.66666667,3.333333333
90,1.68E+01,757.8,47.5,3.5
110,1.65E+01,757.7666667,48.33333333,3.666666667
100,1.62E+01,757.7333333,49.16666667,3.833333333
90,1.59E+01,757.7,50,4
100,1.56E+01,757.7,51.66666667,3.666666667
70,1.52E+01,757.7,53.33333333,3.333333333
50,1.49E+01,757.7,55,3
50,1.45E+01,757.7,56.66666667,2.666666667
70,1.42E+01,757.7,58.33333333,2.333333333
60,1.38E+01,757.7,60,2
50,1.36E+01,757.65,60.83333333,2
70,1.33E+01,757.6,61.66666667,2
50,1.31E+01,757.55,62.5,2
60,1.29E+01,757.5,63.33333333,2
50,1.26E+01,757.45,64.16666667,2
50,1.24E+01,757.4,65,2
60,1.22E+01,757.3833333,66.16666667,2
50,1.20E+01,757.3666667,67.33333333,2
50,1.18E+01,757.35,68.5,2
60,1.15E+01,757.3333333,69.66666667,2
60,1.13E+01,757.3166667,70.83333333,2
50,1.11E+01,757.3,72,2
50,1.10E+01,757.3,72.5,2
20,1.08E+01,757.3,73,2
40,1.07E+01,757.3,73.5,2
40,1.06E+01,757.3,74,2
50,1.04E+01,757.3,74.5,2
60,1.03E+01,757.3,75,2
50,1.02E+01,757.25,75.5,2
60,1.01E+01,757.2,76,2
60,9.95E+00,757.15,76.5,2
60,9.83E+00,757.1,77,2
60,9.72E+00,757.05,77.5,2
50,9.60E+00,757,78,2
40,9.48E+00,756.9333333,78.16666667,2.166666667
50,9.37E+00,756.8666667,78.33333333,2.333333333
60,9.25E+00,756.8,78.5,2.5
40,9.13E+00,756.7333333,78.66666667,2.666666667
60,9.02E+00,756.6666667,78.83333333,2.833333333
60,8.90E+00,756.6,79,3
60,9.02E+00,756.5333333,78.66666667,3
50,9.13E+00,756.4666667,78.33333333,3
60,9.25E+00,756.4,78,3
70,9.37E+00,756.3333333,77.66666667,3
50,9.48E+00,756.2666667,77.33333333,3
50,9.60E+00,756.2,77,3
50,9.52E+00,756.1333333,77.33333333,3.166666667
50,9.43E+00,756.0666667,77.66666667,3.333333333
40,9.35E+00,756,78,3.5
60,9.27E+00,755.9333333,78.33333333,3.666666667
50,9.18E+00,755.8666667,78.66666667,3.833333333
60,9.10E+00,755.8,79,4
50,9.02E+00,755.7333333,79.5,4
50,8.93E+00,755.6666667,80,4
50,8.85E+00,755.6,80.5,4
40,8.77E+00,755.5333333,81,4
60,8.68E+00,755.4666667,81.5,4
50,8.60E+00,755.4,82,4
50,8.77E+00,755.3666667,81.5,3.833333333
80,8.93E+00,755.3333333,81,3.666666667
110,9.10E+00,755.3,80.5,3.5
80,9.27E+00,755.2666667,80,3.333333333
70,9.43E+00,755.2333333,79.5,3.166666667
60,9.60E+00,755.2,79,3
60,9.78E+00,755.2,78.83333333,2.666666667
70,9.97E+00,755.2,78.66666667,2.333333333
670,1.02E+01,755.2,78.5,2
470,1.03E+01,755.2,78.33333333,1.666666667
150,1.05E+01,755.2,78.16666667,1.333333333
70,1.07E+01,755.2,78,1
110,1.13E+01,755.15,76.83333333,1
110,1.19E+01,755.1,75.66666667,1
100,1.24E+01,755.05,74.5,1
100,1.30E+01,755,73.33333333,1
80,1.36E+01,754.95,72.16666667,1
90,1.42E+01,754.9,71,1
110,1.46E+01,754.85,68.33333333,1.333333333
450,1.49E+01,754.8,65.66666667,1.666666667
610,1.53E+01,754.75,63,2
290,1.57E+01,754.7,60.33333333,2.333333333
90,1.60E+01,754.65,57.66666667,2.666666667
120,1.64E+01,754.6,55,3
110,1.67E+01,754.55,54.16666667,3
70,1.69E+01,754.5,53.33333333,3
100,1.72E+01,754.45,52.5,3
70,1.75E+01,754.4,51.66666667,3
70,1.77E+01,754.35,50.83333333,3
60,1.80E+01,754.3,50,3
60,1.83E+01,754.25,49.66666667,3
80,1.85E+01,754.2,49.33333333,3
70,1.88E+01,754.15,49,3
80,1.90E+01,754.1,48.66666667,3
310,1.93E+01,754.05,48.33333333,3
340,1.95E+01,754,48,3
110,1.97E+01,753.95,47.33333333,3.166666667
80,1.99E+01,753.9,46.66666667,3.333333333
100,2.01E+01,753.85,46,3.5
120,2.03E+01,753.8,45.33333333,3.666666667
80,2.05E+01,753.75,44.66666667,3.833333333
90,2.07E+01,753.7,44,4
90,2.08E+01,753.65,43.33333333,4.166666667
90,2.10E+01,753.6,42.66666667,4.333333333
70,2.11E+01,753.55,42,4.5
70,2.12E+01,753.5,41.33333333,4.666666667
70,2.14E+01,753.45,40.66666667,4.833333333
70,2.15E+01,753.4,40,5
70,2.16E+01,753.35,39.83333333,4.833333333
140,2.18E+01,753.3,39.66666667,4.666666667
340,2.19E+01,753.25,39.5,4.5
190,2.20E+01,753.2,39.33333333,4.333333333
150,2.22E+01,753.15,39.16666667,4.166666667
80,2.23E+01,753.1,39,4
80,2.23E+01,753.0666667,38.5,4.166666667
70,2.23E+01,753.0333333,38,4.333333333
80,2.24E+01,753,37.5,4.5
70,2.24E+01,752.9666667,37,4.666666667
70,2.24E+01,752.9333333,36.5,4.833333333
70,2.24E+01,752.9,36,5
70,2.25E+01,752.8666667,36.16666667,5
70,2.25E+01,752.8333333,36.33333333,5
60,2.26E+01,752.8,36.5,5
70,2.27E+01,752.7666667,36.66666667,5
80,2.27E+01,752.7333333,36.83333333,5
90,2.28E+01,752.7,37,5
90,2.27E+01,752.6666667,38,5
100,2.27E+01,752.6333333,39,5
90,2.26E+01,752.6,40,5
100,2.25E+01,752.5666667,41,5
90,2.25E+01,752.5333333,42,5
230,2.24E+01,752.5,43,5
230,2.24E+01,752.5,43,4.833333333
200,2.24E+01,752.5,43,4.666666667
190,2.24E+01,752.5,43,4.5
100,2.25E+01,752.5,43,4.333333333
110,2.25E+01,752.5,43,4.166666667
110,2.25E+01,752.5,43,4
110,2.23E+01,752.4666667,43.66666667,3.833333333
110,2.20E+01,752.4333333,44.33333333,3.666666667
140,2.18E+01,752.4,45,3.5
150,2.16E+01,752.3666667,45.66666667,3.333333333
140,2.13E+01,752.3333333,46.33333333,3.166666667
130,2.11E+01,752.3,47,3
130,2.07E+01,752.3166667,47.5,2.833333333
140,2.03E+01,752.3333333,48,2.666666667
120,1.99E+01,752.35,48.5,2.5
100,1.94E+01,752.3666667,49,2.333333333
80,1.90E+01,752.3833333,49.5,2.166666667
90,1.86E+01,752.4,50,2
80,1.83E+01,752.4166667,51.16666667,1.833333333
80,1.80E+01,752.4333333,52.33333333,1.666666667
80,1.76E+01,752.45,53.5,1.5
50,1.73E+01,752.4666667,54.66666667,1.333333333
50,1.70E+01,752.4833333,55.83333333,1.166666667
60,1.67E+01,752.5,57,1
50,1.62E+01,752.5,59.16666667,1
50,1.58E+01,752.5,61.33333333,1
50,1.53E+01,752.5,63.5,1
50,1.48E+01,752.5,65.66666667,1
60,1.44E+01,752.5,67.83333333,1
60,1.39E+01,752.5,70,1
60,1.37E+01,752.5,71.33333333,1.333333333
60,1.34E+01,752.5,72.66666667,1.666666667
60,1.32E+01,752.5,74,2
50,1.30E+01,752.5,75.33333333,2.333333333
60,1.27E+01,752.5,76.66666667,2.666666667
50,1.25E+01,752.5,78,3
50,1.24E+01,752.5,78.16666667,3
50,1.23E+01,752.5,78.33333333,3
50,1.22E+01,752.5,78.5,3
60,1.20E+01,752.5,78.66666667,3
50,1.19E+01,752.5,78.83333333,3
60,1.18E+01,752.5,79,3
60,1.23E+01,752.5,74.83333333,2.833333333
60,1.28E+01,752.5,70.66666667,2.666666667
60,1.33E+01,752.5,66.5,2.5
60,1.38E+01,752.5,62.33333333,2.333333333
40,1.43E+01,752.5,58.16666667,2.166666667
60,1.48E+01,752.5,54,2
40,1.48E+01,752.4833333,53.83333333,2.166666667
60,1.47E+01,752.4666667,53.66666667,2.333333333
40,1.47E+01,752.45,53.5,2.5
60,1.47E+01,752.4333333,53.33333333,2.666666667
60,1.46E+01,752.4166667,53.16666667,2.833333333
50,1.46E+01,752.4,53,3
70,1.42E+01,752.35,55,2.666666667
50,1.38E+01,752.3,57,2.333333333
60,1.34E+01,752.25,59,2
50,1.29E+01,752.2,61,1.666666667
50,1.25E+01,752.15,63,1.333333333
50,1.21E+01,752.1,65,1
60,1.21E+01,752.0666667,64.83333333,1
40,1.20E+01,752.0333333,64.66666667,1
60,1.20E+01,752,64.5,1
60,1.20E+01,751.9666667,64.33333333,1
60,1.19E+01,751.9333333,64.16666667,1
60,1.19E+01,751.9,64,1
50,1.18E+01,751.9,64.5,1.166666667
50,1.17E+01,751.9,65,1.333333333
50,1.16E+01,751.9,65.5,1.5
50,1.15E+01,751.9,66,1.666666667
50,1.14E+01,751.9,66.5,1.833333333
40,1.13E+01,751.9,67,2
50,1.15E+01,751.9166667,66.83333333,1.833333333
50,1.17E+01,751.9333333,66.66666667,1.666666667
60,1.19E+01,751.95,66.5,1.5
60,1.22E+01,751.9666667,66.33333333,1.333333333
60,1.24E+01,751.9833333,66.16666667,1.166666667
50,1.26E+01,752,66,1
60,1.30E+01,752.0333333,64.5,1.166666667
60,1.35E+01,752.0666667,63,1.333333333
260,1.39E+01,752.1,61.5,1.5
360,1.43E+01,752.1333333,60,1.666666667
100,1.48E+01,752.1666667,58.5,1.833333333
90,1.52E+01,752.2,57,2
90,1.55E+01,752.2166667,57.16666667,2.166666667
100,1.58E+01,752.2333333,57.33333333,2.333333333
120,1.61E+01,752.25,57.5,2.5
200,1.65E+01,752.2666667,57.66666667,2.666666667
130,1.68E+01,752.2833333,57.83333333,2.833333333
80,1.71E+01,752.3,58,3
210,1.75E+01,752.3333333,56.83333333,3
240,1.78E+01,752.3666667,55.66666667,3
210,1.82E+01,752.4,54.5,3
80,1.86E+01,752.4333333,53.33333333,3
100,1.89E+01,752.4666667,52.16666667,3
90,1.93E+01,752.5,51,3
110,1.97E+01,752.5,49,3.166666667
120,2.01E+01,752.5,47,3.333333333
360,2.05E+01,752.5,45,3.5
270,2.09E+01,752.5,43,3.666666667
120,2.13E+01,752.5,41,3.833333333
140,2.17E+01,752.5,39,4
120,2.19E+01,752.4833333,38.33333333,4
100,2.20E+01,752.4666667,37.66666667,4
260,2.22E+01,752.45,37,4
250,2.24E+01,752.4333333,36.33333333,4
100,2.25E+01,752.4166667,35.66666667,4
90,2.27E+01,752.4,35,4
80,2.28E+01,752.3666667,34,4.166666667
100,2.30E+01,752.3333333,33,4.333333333
80,2.31E+01,752.3,32,4.5
